Id,Name,Short description,Gender,Country,Occupation,Birth year,Death year,Manner of death,Age of death
Q268764,Heinz,British singer and musician,Male,United Kingdom,Artist,1942,2000,natural causes,58
Q268900,Simon Barere,Russian musician,Male,United States of America,Teacher,1896,1951,natural causes,55
Q269039,Hugo Banzer,Bolivian president (1926-2002),Male,Bolivia,Politician,1926,2002,natural causes,76
Q269045,Pierre Mamboundou,Gabonese politician (1946-2011),Male,Gabon,Politician,1946,2011,natural causes,65
Q269046,Mado Robin,French coloratura soprano,Female,France,Artist,1918,1960,natural causes,42
Q269121,Jimmy Soul,American male singer,Male,United States of America,Artist,1942,1988,natural causes,46
Q269129,Leon Uris,American novelist,Male,United States of America,Artist,1924,2003,natural causes,79
Q269153,Kay Kendall,English actress,Female,United Kingdom,Artist,1927,1959,natural causes,32
Q269182,Kâzım Karabekir,Turkish general (1882-1948),Male,Turkey; Ottoman Empire,Politician,1882,1948,natural causes,66
Q269202,Margaret Lockwood,British stage and film actress (1916-1990),Female,United Kingdom,Artist,1916,1990,natural causes,74
Q269585,Gregory La Cava,American film director,Male,United States of America,Artist,1892,1952,natural causes,60
Q269589,Nigel Hawthorne,English actor,Male,United Kingdom,Artist,1929,2001,natural causes,72
Q269656,"Anne of Denmark, Electress of Saxony",Electress consort of Saxony,Female,Electorate of Saxony,Pharmacist,1532,1585,natural causes,53
Q269698,Marilyn Burns,American actress (1949-2014),Female,United States of America,Artist,1949,2014,natural causes,65
Q269711,Linda Haglund,Swedish short distance runner,Female,Sweden,Sprinter,1956,2015,natural causes,59
Q269796,Walter Lang,American film director (1896-1972),Male,United States of America,Artist,1896,1972,natural causes,76
Q269841,Cássia Eller,Brazilian singer and songwriter,Female,Brazil,Artist,1962,2001,natural causes,39
Q269848,Myra Hess,British pianist,Female,United Kingdom,Pianist; music pedagogue,1890,1965,natural causes,75
Q269879,Sarah Fuller Flower Adams,"English poet, hymnwriter",Female,United Kingdom of Great Britain and Ireland,Artist,1805,1848,natural causes,43
Q269975,Anthony Mann,American film director,Male,United States of America,Artist,1906,1967,natural causes,61
Q270049,Anna Massey,British actress (1937-2011),Female,United Kingdom,Artist,1937,2011,natural causes,74
Q270139,Elizabeth Edwards,deceased wife of John Edwards,Female,United States of America,Artist,1949,2010,natural causes,61
Q270268,Natália Correia,Portuguese writer (1923-1993),Female,Portugal,Artist,1923,1993,natural causes,70
Q270269,Catherine Sauvage,French actress and singer,Female,France,Artist,1929,1998,natural causes,69
Q270447,Grethe Kausland,Norwegian actor and singer,Female,Norway,Artist,1947,2007,natural causes,60
Q270460,Olga Rozanova,Russian artist (1886-1918),Female,Russian Soviet Federative Socialist Republic; Russian Empire,Artist,1886,1918,natural causes,32
Q270533,Laura Ziskin,American film and television producer,Female,United States of America,Film producer,1950,2011,natural causes,61
Q270539,Charles W. Fairbanks,"American politician, Senator, later Vice-President of the US",Male,United States of America,Politician,1852,1918,natural causes,66
Q270632,Katherine Mansfield,New Zealand author,Female,New Zealand,Artist,1888,1923,natural causes,35
Q270635,Patricia Highsmith,American novelist and short story writer,Female,United States of America,Artist,1921,1995,natural causes,74
Q270641,Kathy Acker,"American novelist, playwright, essayist, and poet",Female,United States of America,Artist,1947,1997,natural causes,50
Q270707,Dorothy Parker,"American poet, short story writer, critic and satirist",Female,United States of America,Artist,1893,1967,natural causes,74
Q270727,Masahiko Kimura,Japanese judoka and professional wrestler,Male,Japan,Judoka; professional wrestler,1917,1993,natural causes,76
Q270834,María Casares,1922-1996 Spanish-French actress,Female,Spain; France,Artist,1922,1996,natural causes,74
Q270893,Shirley Horn,American singer,Female,United States of America,Artist,1934,2005,natural causes,71
Q270937,Valentina Tolkunova,Russian singer (1946-2010),Female,Russia; Soviet Union,Artist,1946,2010,natural causes,64
Q270947,Anne Donovan,American basketball player and coach,Female,United States of America,Athlete,1961,2018,natural causes,57
Q271023,Charles Curtis,"American politician, Vice-President of the United States from 1929–1933",Male,United States of America,Politician,1860,1936,natural causes,76
Q271184,Ella Raines,American actress (1920-1988),Female,United States of America,Artist,1920,1988,natural causes,68
Q271334,Paulien van Deutekom,Dutch speed skater,Female,Kingdom of the Netherlands,Athlete,1981,2019,natural causes,38
Q271457,Aleksandr Kuprin,Russian writer,Male,Soviet Union; Russian Empire,Artist,1870,1938,natural causes,68
Q271463,Kinue Hitomi,Japanese athlete,Female,Japan,Athlete,1907,1931,natural causes,24
Q271573,Lorraine Hunt Lieberson,American mezzo-soprano,Female,United States of America,Artist,1954,2006,natural causes,52
Q271575,Pearl White,American film actress (1889-1938),Female,United States of America,Artist,1889,1938,natural causes,49
Q271696,Bonita Granville,actress (1923-1988),Female,United States of America,Artist,1923,1988,natural causes,65
Q271824,Edgar Wallace,"British crime writer, journalist and playwright",Male,United Kingdom,Artist,1875,1932,natural causes,57
Q271840,Nell Carter,"actress, singer",Female,United States of America,Artist,1948,2003,natural causes,55
Q271848,Diane Varsi,American actress (1938-1992),Female,United States of America,Artist,1938,1992,natural causes,54
Q271852,Alice Pearce,actress,Female,United States of America,Artist,1917,1966,natural causes,49
Q271859,Yūko Mizutani,Japanese actress and voice actress,Female,Japan,Artist,1964,2016,natural causes,52
Q271871,Vivian Vance,American singer,Female,United States of America,Artist,1909,1979,natural causes,70
Q271999,Louisa Maria Teresa Stuart,British princess (1692-1712),Female,Kingdom of Great Britain,Politician,1692,1712,natural causes,20
Q272068,Heather Angel,actress (1909-1986),Female,United States of America; United Kingdom; United Kingdom of Great Britain and Ireland,Artist,1909,1986,natural causes,77
Q272075,Celia Johnson,English actress (1908–1982),Female,United Kingdom; United Kingdom of Great Britain and Ireland,Artist,1908,1982,natural causes,74
Q272083,Glenda Farrell,actress,Female,United States of America,Artist,1904,1971,natural causes,67
Q272091,Diana Wynyard,English actress (1906-1964),Female,United Kingdom,Artist,1906,1964,natural causes,58
Q272095,Audrey Meadows,American actress and banker,Female,United States of America,Artist,1922,1996,natural causes,74
Q272096,Andrea Leeds,American film actress (1914-1984),Female,United States of America,Artist,1914,1984,natural causes,70
Q272141,Lisa Robin Kelly,American film and television actress (1970-2013),Female,United States of America,Artist,1970,2013,natural causes,43
Q272161,Anne Isabella Byron,wife of Lord Byron,Female,United Kingdom of Great Britain and Ireland,Researcher,1792,1860,natural causes,68
Q272184,Henryk Wieniawski,Russian-Polish musician,Male,Russian Empire,Artist,1835,1880,natural causes,45
Q272190,Seve Ballesteros,Spanish golfer,Male,Spain,Athlete,1957,2011,natural causes,54
Q272194,Ted Hughes,English poet and children's writer,Male,United Kingdom,Artist,1930,1998,natural causes,68
Q272213,Constance Talmadge,American actress,Female,United States of America,Artist,1898,1973,natural causes,75
Q272349,June Haver,American actress,Female,United States of America,Artist,1926,2005,natural causes,79
Q272504,Marcus Garvey,"Jamaica-born British political activist, Pan-Africanist, orator, and entrepreneur (1887-1940)",Male,Jamaica,Politician,1887,1940,natural causes,53
Q272507,Andrea Mead Lawrence,alpine skier (1932-2009),Female,United States of America,Politician,1932,2009,natural causes,77
Q272513,Princess Maria Teresa of Bourbon-Two Sicilies,Italian princess,Female,Kingdom of Italy,Aristocrat,1867,1909,natural causes,42
Q272516,Arleen Auger,singer,Female,United States of America,Artist,1939,1993,natural causes,54
Q272566,Aubrey Beardsley,English illustrator and author (1872-1898),Male,United Kingdom; United Kingdom of Great Britain and Ireland,Artist,1872,1898,natural causes,26
Q272585,Barbara Pym,British writer,Female,United Kingdom,Artist,1913,1980,natural causes,67
Q272603,Wendy Richard,British actress (1943-2009),Female,United Kingdom,Artist,1943,2009,natural causes,66
Q272642,Tessa Jowell,British politician (1947-2018),Female,United Kingdom,Politician,1947,2018,natural causes,71
Q272803,Çetin Alp,Turkish musician,Male,Turkey,Artist,1947,2004,natural causes,57
Q272902,Marita Petersen,Prime Minister of the Faroe Islands (1940-2001),Female,Denmark,Politician,1940,2001,natural causes,61
Q272942,Lesley Gore,"American recording artist, singer, songwriter (1946-2015)",Female,United States of America,Artist,1946,2015,natural causes,69
Q272943,Joe Dassin,French-American musician,Male,United States of America; France,Artist,1938,1980,natural causes,42
Q272994,Isabelle Collin Dufresne,"French-American artist, author, and former colleague and superstar of Andy Warhol (1935-2014)",Female,United States of America,Artist,1935,2014,natural causes,79
Q273019,Greet Hofmans,Dutch faith healer,Female,Kingdom of the Netherlands,Heilpraktiker,1894,1968,natural causes,74
Q273022,Valaida Snow,American musician,Female,United States of America,Artist,1904,1956,natural causes,52
Q273032,Jean Lannes,Marshal of France,Male,France,Military personnel,1769,1809,natural causes,40
Q273050,Sylvia Millecam,Dutch actress (1956-2001),Female,Kingdom of the Netherlands,Artist,1956,2001,natural causes,45
Q273056,Nancy Parsons,actress,Female,United States of America,Artist,1942,2001,natural causes,59
Q273115,Anna Bilińska-Bohdanowicz,Polish painter,Female,Poland; Russian Empire,Artist,1857,1893,natural causes,36
Q273156,María Luisa Bombal,Chilean writer,Female,Chile,Artist,1910,1980,natural causes,70
Q273172,Lil Green,American blues singer and songwriter,Female,United States of America,Artist,1919,1954,natural causes,35
Q273180,Susan Oliver,"Actress, author, aviator (1932-1990)",Female,United States of America,Artist,1932,1990,natural causes,58
Q273183,Elizabeth Connell,South African-born operatic soprano,Female,South Africa,Artist,1946,2012,natural causes,66
Q273206,Joe Louis,American boxer (1914-1981),Male,United States of America,Athlete,1914,1981,natural causes,67
Q273210,James Baldwin,American writer,Male,United States of America,Artist,1924,1987,natural causes,63
Q273212,John C. Breckinridge,Confederate Army general and Vice President of the United States (1821-1875),Male,United States of America; Confederate States of America,Politician,1821,1875,natural causes,54
Q273215,Rod Steiger,American actor (1925-2002),Male,United States of America,Artist,1925,2002,natural causes,77
Q273230,Brigid Bazlen,American actress (1944-1989),Female,United States of America,Artist,1944,1989,natural causes,45
Q273233,Paul Robeson,"American singer, actor, and political activist (1898-1976)",Male,United States of America,Athlete,1898,1976,natural causes,78
Q273262,Helen Schucman,American clinical and research psychologist (1909–1981),Female,United States of America,Artist,1909,1981,natural causes,72
Q273286,Elizabeth Harwood,British opera singer,Female,United Kingdom,Artist,1938,1990,natural causes,52
Q273324,Harri Holkeri,Prime Minister of Finland and speaker of the UN General Assembly (1937-2011),Male,Finland,Politician,1937,2011,natural causes,74
Q273362,Gaby Deslys,"actress, dancer",Female,France,Artist,1881,1920,natural causes,39
Q273433,Yoko Watanabe,singer,Female,Japan,Artist,1953,2004,natural causes,51
Q273541,Joan Hackett,American actress,Female,United States of America,Artist,1934,1983,natural causes,49
Q273549,Alben W. Barkley,Vice President of the United States (1877-1956),Male,United States of America,Politician,1877,1956,natural causes,79
Q273614,Soraya,Colombian-American singer-songwriter,Female,United States of America; Colombia,Artist,1969,2006,natural causes,37
Q273661,Amanda Röntgen-Maier,Swedish violinist and composer,Female,Sweden,Artist,1853,1894,natural causes,41
Q273730,Betty Smith,American author,Female,United States of America,Artist,1896,1972,natural causes,76
Q273791,Edith Lucie Bongo,First Lady of Gabon,Female,Republic of the Congo; Gabon,Physician,1964,2009,natural causes,45
Q273797,Edith Lefel,French singer,Female,France,Artist,1963,2003,natural causes,40
Q273823,Adrienne Ames,American actress,Female,United States of America,Artist,1907,1947,natural causes,40
Q273873,Virginia Hamilton,writer of children's books,Female,United States of America,Artist,1936,2002,natural causes,66
Q273925,Gladys Marín,Chilean activist (1941-2005),Female,Chile,Politician,1941,2005,natural causes,64
Q273969,William Jones,Anglo-Welsh philologist and scholar of ancient India (1746-1794),Male,England; Kingdom of Great Britain,Researcher,1746,1794,natural causes,48
Q273971,Natalia Brasova,Mistress of Russian royal,Female,France; Russian Empire,NA,1880,1952,natural causes,72
Q274056,Anne Shelton,British singer,Female,United Kingdom; United Kingdom of Great Britain and Ireland,Artist,1923,1994,natural causes,71
Q274081,Darla Hood,actress,Female,United States of America,Artist,1931,1979,natural causes,48
Q274127,Mamo Clark,American actress (1914-1986),Female,United States of America,Artist,1914,1986,natural causes,72
Q274200,Janet Munro,English actress,Female,United Kingdom,Artist,1934,1972,natural causes,38
Q274222,Dorothy Sebastian,American actress,Female,United States of America,Artist,1903,1957,natural causes,54
Q274223,Édouard Roche,French astronomer,Male,France,Researcher,1820,1883,natural causes,63
Q274234,Magdalena Morano,Italian religious,Female,Kingdom of Italy,Christians jehovah’s witnesses,1847,1908,natural causes,61
Q274262,Lynn Bari,American actress (1913-1989),Female,United States of America,Artist,1913,1989,natural causes,76
